Year,Component,Water type,Main soil type region,Company type,Season,Number of companies,Gem,Std,P10,P25,P50,P75,P90,Unit,DG,Perc dg,Jaar,Watertype,Hoofdgrondsoort regio,Bedrijfstype,Seizoen,Aantal bedrijven,Eenheid
2022,Chloride (Cl),leaching water,sand,arable farming,summer,36,50,18,29,37,50,61,77,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,sand,dairy cattle,summer,147,42,206,9.4,15,20,29,40,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,sand,animal farm,summer,32,39,52,14,18,26,41,47,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,sand,all,summer,215,43,153,13,17,25,42,59,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,peat,dairy cattle,winter,55,64,67,19,30,41,73,105,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,peat,dairy cattle,summer,54,129,138,49,64,89,133,206,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,peat,all,winter,55,64,67,19,30,41,73,105,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,peat,all,summer,54,129,138,49,64,89,133,206,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,sand,arable farming,summer,15,59,23,33,41,53,85,92,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,sand,arable farming,winter,19,47,14,36,39,44,47,62,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,sand,dairy cattle,winter,31,29,16,14,17,25,33,52,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,sand,dairy cattle,summer,26,61,75,18,24,36,59,132,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,sand,all,summer,49,56,59,18,26,37,63,107,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,sand,all,winter,59,34,17,17,21,31,41,60,mg/l,0.21,0,,,,,,,
2022,Chromium (Cr),leaching water,clay,arable farming,winter,30,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,93,,,,,,,
2022,Chromium (Cr),leaching water,clay,dairy cattle,winter,58,0.57,0.71,<dg,<dg,<dg,0.52,13,µg/l,0.5,67,,,,,,,
2022,Chromium (Cr),leaching water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,92,,,,,,,
2022,Chromium (Cr),leaching water,clay,all,winter,101,<dg,0.53,<dg,<dg,<dg,<dg,0.77,µg/l,0.5,78,,,,,,,
2022,Chromium (Cr),leaching water,loess,arable farming,winter,19,0.99,0.59,<dg,0.63,0.86,13,1.6,µg/l,0.5,21,,,,,,,
2022,Chromium (Cr),leaching water,loess,dairy cattle,winter,20,0.73,0.61,<dg,<dg,<dg,11,1.5,µg/l,0.5,50,,,,,,,
2022,Chromium (Cr),leaching water,loess,all,winter,48,0.79,0.59,<dg,<dg,0.75,11,1.5,µg/l,0.5,38,,,,,,,
2022,Chromium (Cr),leaching water,peat,dairy cattle,winter,55,2.5,1.6,0.71,13,23,3.2,4.4,µg/l,0.5,3.6,,,,,,,
2022,Chromium (Cr),leaching water,peat,all,winter,55,2.5,1.6,0.71,13,23,3.2,4.4,µg/l,0.5,3.6,,,,,,,
2022,Chromium (Cr),leaching water,sand,arable farming,summer,36,2,12,0.66,11,1.8,3,3.5,µg/l,0.5,11,,,,,,,
2022,Chromium (Cr),leaching water,sand,dairy cattle,summer,147,22,12,0.73,13,22,3,3.9,µg/l,0.5,4.1,,,,,,,
2022,Chromium (Cr),leaching water,sand,animal farm,summer,32,2,0.85,0.94,13,19,2.6,3,µg/l,0.5,6.2,,,,,,,
2022,Chromium (Cr),leaching water,sand,all,summer,215,21,11,0.7,12,2,2.8,34,µg/l,0.5,5.6,,,,,,,
2022,Chromium (Cr),ditch water,clay,arable farming,winter,30,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,90,,,,,,,
2022,Chromium (Cr),ditch water,clay,arable farming,summer,29,<dg,<dg,<dg,<dg,<dg,<dg,0.77,µg/l,0.5,76,,,,,,,
2022,Chromium (Cr),ditch water,clay,dairy cattle,winter,57,<dg,<dg,<dg,<dg,<dg,<dg,0.63,µg/l,0.5,79,,,,,,,
2022,Chromium (Cr),ditch water,clay,dairy cattle,summer,52,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,90,,,,,,,
2022,Chromium (Cr),ditch water,clay,animal farm,summer,12,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,100,,,,,,,
2022,Chromium (Cr),ditch water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,92,,,,,,,
2022,Chromium (Cr),ditch water,clay,all,winter,100,<dg,<dg,<dg,<dg,<dg,<dg,0.57,µg/l,0.5,84,,,,,,,
2022,Chromium (Cr),ditch water,clay,all,summer,93,<dg,<dg,<dg,<dg,<dg,<dg,0.56,µg/l,0.5,87,,,,,,,
2022,Chromium (Cr),ditch water,peat,dairy cattle,winter,55,11,0.61,<dg,0.71,0.97,1.5,2,µg/l,0.5,16,,,,,,,
2022,Chromium (Cr),ditch water,peat,dairy cattle,summer,54,<dg,<dg,<dg,<dg,<dg,<dg,0.85,µg/l,0.5,80,,,,,,,
2022,Chromium (Cr),ditch water,peat,all,summer,54,<dg,<dg,<dg,<dg,<dg,<dg,0.85,µg/l,0.5,80,,,,,,,
2022,Chromium (Cr),ditch water,peat,all,winter,55,11,0.61,<dg,0.71,0.97,1.5,2,µg/l,0.5,16,,,,,,,
2022,Chromium (Cr),ditch water,sand,arable farming,winter,19,1.6,0.86,0.61,1,14,2.5,2.8,µg/l,0.5,11,,,,,,,
2022,Chromium (Cr),ditch water,sand,arable farming,summer,15,0.84,0.68,<dg,<dg,<dg,1.5,2,µg/l,0.5,53,,,,,,,
2022,Chromium (Cr),ditch water,sand,dairy cattle,winter,31,17,0.87,<dg,11,17,2.5,2.7,µg/l,0.5,16,,,,,,,
2022,Chromium (Cr),ditch water,sand,dairy cattle,summer,26,0.62,0.6,<dg,<dg,<dg,0.79,17,µg/l,0.5,65,,,,,,,
2022,Chromium (Cr),ditch water,sand,all,summer,49,0.79,0.71,<dg,<dg,<dg,14,21,µg/l,0.5,59,,,,,,,
2022,Chromium (Cr),ditch water,sand,all,winter,59,1.6,0.92,<dg,0.7,17,24,2.8,µg/l,0.5,15,,,,,,,
2022,Iron (Fe),leaching water,clay,arable farming,winter,30,12,3,<dg,<dg,0.09,0.44,2.9,mg/l,0.05,47,,,,,,,
2022,Iron (Fe),leaching water,clay,dairy cattle,winter,58,31,6.3,<dg,0.12,0.37,3.2,8.6,mg/l,0.05,14,,,,,,,
2022,Iron (Fe),leaching water,clay,animal farm,winter,13,19,3.2,<dg,<dg,0.63,1.8,7.1,mg/l,0.05,38,,,,,,,
2022,Iron (Fe),leaching water,clay,all,winter,101,21,4.8,<dg,<dg,0.19,1.6,7.3,mg/l,0.05,27,,,,,,,
2022,Iron (Fe),leaching water,loess,arable farming,winter,19,0.11,0.42,<dg,<dg,<dg,<dg,<dg,mg/l,0.05,95,,,,,,,
2022,Iron (Fe),leaching water,loess,dairy cattle,winter,20,0.07,0.22,<dg,<dg,<dg,<dg,<dg,mg/l,0.05,95,,,,,,,
2022,Iron (Fe),leaching water,loess,all,winter,48,0.08,0.31,<dg,<dg,<dg,<dg,<dg,mg/l,0.05,92,,,,,,,
2022,Iron (Fe),leaching water,peat,dairy cattle,winter,55,14,13,1.6,5.2,10,20,32,mg/l,0.05,0,,,,,,,
2022,Iron (Fe),leaching water,peat,all,winter,55,14,13,1.6,5.2,10,20,32,mg/l,0.05,0,,,,,,,
2022,Iron (Fe),leaching water,sand,arable farming,summer,36,3.9,4.5,0.23,0.46,23,4.1,13,mg/l,0.05,5.6,,,,,,,
2022,Iron (Fe),leaching water,sand,dairy cattle,summer,147,6.1,8.3,0.37,13,3.7,8.3,13,mg/l,0.05,14,,,,,,,
2022,Iron (Fe),leaching water,sand,animal farm,summer,32,3,3.5,0.35,0.58,1.6,4,9.1,mg/l,0.05,31,,,,,,,
2022,Iron (Fe),leaching water,sand,all,summer,215,4.9,6.8,0.29,0.85,2.8,6.8,12,mg/l,0.05,23,,,,,,,
2022,Iron (Fe),ditch water,clay,arable farming,winter,30,0.25,0.62,<dg,<dg,<dg,0.13,0.59,mg/l,0.05,53,,,,,,,
2022,Iron (Fe),ditch water,clay,arable farming,summer,29,0.75,13,0.06,0.11,0.26,0.56,19,mg/l,0.05,6.9,,,,,,,
2022,Iron (Fe),ditch water,clay,dairy cattle,winter,57,0.41,0.74,<dg,<dg,0.1,0.31,1.5,mg/l,0.05,26,,,,,,,
2022,Iron (Fe),ditch water,clay,dairy cattle,summer,52,0.37,0.71,0.07,0.09,0.14,0.23,0.89,mg/l,0.05,3.8,,,,,,,
2022,Iron (Fe),ditch water,clay,animal farm,summer,12,0.28,0.45,<dg,0.06,0.11,0.17,11,mg/l,0.05,25,,,,,,,
2022,Iron (Fe),ditch water,clay,animal farm,winter,13,0.35,0.9,<dg,<dg,0.08,0.1,0.61,mg/l,0.05,54,,,,,,,
2022,Iron (Fe),ditch water,clay,all,winter,100,0.33,0.71,<dg,<dg,0.07,0.21,0.71,mg/l,0.05,38,,,,,,,
2022,Iron (Fe),ditch water,clay,all,summer,93,0.53,1,0.06,0.08,0.16,0.47,14,mg/l,0.05,7.5,,,,,,,
2022,Iron (Fe),ditch water,peat,dairy cattle,winter,55,17,13,0.27,0.73,1.5,22,33,mg/l,0.05,3.6,,,,,,,
2022,Iron (Fe),ditch water,peat,dairy cattle,summer,54,0.53,0.63,0.06,0.17,0.32,0.56,1.5,mg/l,0.05,7.4,,,,,,,
2022,Iron (Fe),ditch water,peat,all,winter,55,17,13,0.27,0.73,1.5,22,33,mg/l,0.05,3.6,,,,,,,
2022,Iron (Fe),ditch water,peat,all,summer,54,0.53,0.63,0.06,0.17,0.32,0.56,1.5,mg/l,0.05,7.4,,,,,,,
2022,Iron (Fe),ditch water,sand,arable farming,winter,19,17,22,0.14,0.35,12,2.5,2.8,mg/l,0.05,0,,,,,,,
2022,Iron (Fe),ditch water,sand,arable farming,summer,15,34,5.8,0.2,0.48,0.83,2.5,15,mg/l,0.05,0,,,,,,,
2022,Iron (Fe),ditch water,sand,dairy cattle,winter,31,1.6,1.6,0.34,0.57,1,1.8,3.5,mg/l,0.05,0,,,,,,,
2022,Iron (Fe),ditch water,sand,dairy cattle,summer,26,1.8,23,0.16,0.38,11,1.8,4.8,mg/l,0.05,3.8,,,,,,,
2022,Iron (Fe),ditch water,sand,all,summer,49,3,4.7,0.16,0.45,13,33,11,mg/l,0.05,2,,,,,,,
2022,Iron (Fe),ditch water,sand,all,winter,59,1.5,1.6,0.28,0.44,11,21,2.9,mg/l,0.05,0,,,,,,,
2022,Potassium (K),leaching water,clay,arable farming,winter,30,9,6.6,2.9,4.4,8.2,12,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,clay,dairy cattle,winter,58,9.3,6.6,1.5,4.6,7.6,13,20,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,clay,animal farm,winter,13,7.4,5.8,0.47,0.72,9.3,13,14,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,clay,all,winter,101,8.9,6.5,17,4.1,7.9,12,19,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,loess,arable farming,winter,19,1,0.73,0.39,0.57,0.75,13,2,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,loess,dairy cattle,winter,20,13,11,0.6,0.66,0.79,14,23,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,loess,all,winter,48,11,0.83,0.49,0.59,0.76,14,2,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,peat,dairy cattle,winter,55,8.3,4,3.5,5.1,7.7,11,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,peat,all,winter,55,8.3,4,3.5,5.1,7.7,11,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,arable farming,summer,29,30,41,8.4,11,15,29,91,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,arable farming,winter,30,12,6.3,5.4,7.6,8.9,16,22,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,dairy cattle,winter,57,13,8.4,3.7,7.1,11,18,25,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,dairy cattle,summer,52,14,11,4.5,6.4,12,17,27,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,animal farm,summer,12,12,12,4.2,4.4,7.6,11,22,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,animal farm,winter,13,11,7.2,31,5.2,10,13,18,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,all,winter,100,12,7.5,4.1,7.1,10,16,24,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,clay,all,summer,93,21,30,4.9,8.3,13,21,35,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,peat,dairy cattle,winter,55,9.7,4,5.4,6.9,8.9,12,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,peat,dairy cattle,summer,54,9.4,7.5,4.8,5.6,6.8,11,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,peat,all,winter,55,9.7,4,5.4,6.9,8.9,12,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,peat,all,summer,54,9.4,7.5,4.8,5.6,6.8,11,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,sand,arable farming,summer,36,13,8.8,4.1,7.7,9.8,15,24,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,sand,dairy cattle,summer,147,13,9.1,4.8,8,11,17,22,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,sand,animal farm,summer,32,16,8.8,4,8.9,16,23,27,mg/l,0.1,0,,,,,,,
2022,Potassium (K),leaching water,sand,all,summer,215,14,9,4.4,7.9,12,18,25,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,sand,arable farming,winter,19,11,5.2,5.2,7.6,9.9,12,15,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,sand,arable farming,summer,15,12,6.2,5.8,7.6,8.7,13,20,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,sand,dairy cattle,winter,31,12,6.5,4.7,7,12,17,21,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,sand,dairy cattle,summer,26,11,8,22,4.3,8.8,16,24,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,sand,all,winter,59,13,8,3.7,6.9,12,17,24,mg/l,0.1,0,,,,,,,
2022,Potassium (K),ditch water,sand,all,summer,49,12,9.2,17,5.3,9.8,19,23,mg/l,0.1,0,,,,,,,
2022,Copper (Cu),leaching water,clay,arable farming,winter,30,21,0.77,13,1.5,19,2.6,3,µg/l,0.5,0,,,,,,,
2022,Copper (Cu),leaching water,clay,dairy cattle,winter,58,2.9,22,12,1.6,23,33,5,µg/l,0.5,17,,,,,,,
2022,Copper (Cu),leaching water,clay,animal farm,winter,13,2,0.9,13,14,2,2.7,3.5,µg/l,0.5,7.7,,,,,,,
2022,Copper (Cu),leaching water,clay,all,winter,101,24,1.6,13,1.5,21,2.8,3.8,µg/l,0.5,2,,,,,,,
2022,Copper (Cu),leaching water,loess,arable farming,winter,19,3.9,7.4,0.9,13,1.5,2.8,4.9,µg/l,0.5,5.3,,,,,,,
2022,Copper (Cu),leaching water,loess,dairy cattle,winter,20,3.2,6.4,0.98,14,17,19,34,µg/l,0.5,0,,,,,,,
2022,Copper (Cu),leaching water,loess,all,winter,48,33,6.2,0.98,13,17,2.6,3.9,µg/l,0.5,21,,,,,,,
2022,Copper (Cu),leaching water,peat,dairy cattle,winter,55,3.9,3.6,<dg,12,33,5.4,8.8,µg/l,0.5,15,,,,,,,
2022,Copper (Cu),leaching water,peat,all,winter,55,3.9,3.6,<dg,12,33,5.4,8.8,µg/l,0.5,15,,,,,,,
2022,Copper (Cu),leaching water,sand,arable farming,summer,36,8.9,5.3,2.7,5.3,8,13,15,µg/l,0.5,5.6,,,,,,,
2022,Copper (Cu),leaching water,sand,dairy cattle,summer,147,10,8,17,4.4,8.1,15,21,µg/l,0.5,4.1,,,,,,,
2022,Copper (Cu),leaching water,sand,animal farm,summer,32,11,6.9,1,7.2,10,17,21,µg/l,0.5,9.4,,,,,,,
2022,Copper (Cu),leaching water,sand,all,summer,215,10,7.3,1.6,4.8,8.4,15,20,µg/l,0.5,5.1,,,,,,,
2022,Copper (Cu),ditch water,clay,arable farming,summer,29,0.67,<dg,<dg,<dg,0.51,0.74,1.5,µg/l,0.5,52,,,,,,,
2022,Copper (Cu),ditch water,clay,arable farming,winter,30,1.6,0.77,0.75,1,14,19,2.5,µg/l,0.5,0,,,,,,,
2022,Copper (Cu),ditch water,clay,dairy cattle,summer,52,<dg,<dg,<dg,<dg,<dg,0.59,0.88,µg/l,0.5,73,,,,,,,
2022,Copper (Cu),ditch water,clay,dairy cattle,winter,57,17,12,0.76,0.95,14,21,2.9,µg/l,0.5,1.8,,,,,,,
2022,Copper (Cu),ditch water,clay,animal farm,winter,13,17,0.98,0.67,0.77,1.5,2.5,3.2,µg/l,0.5,0,,,,,,,
2022,Copper (Cu),ditch water,clay,animal farm,summer,12,0.6,<dg,<dg,<dg,0.55,0.97,11,µg/l,0.5,50,,,,,,,
2022,Copper (Cu),ditch water,clay,all,summer,93,0.55,<dg,<dg,<dg,<dg,0.72,12,µg/l,0.5,63,,,,,,,
2022,Copper (Cu),ditch water,clay,all,winter,100,1.6,1,0.74,0.95,14,22,2.9,µg/l,0.5,1,,,,,,,
2022,Copper (Cu),ditch water,peat,dairy cattle,winter,55,24,13,0.86,14,21,33,4.5,µg/l,0.5,1.8,,,,,,,
2022,Copper (Cu),ditch water,peat,dairy cattle,summer,54,0.68,12,<dg,<dg,<dg,0.65,1,µg/l,0.5,67,,,,,,,
2022,Copper (Cu),ditch water,peat,all,winter,55,24,13,0.86,14,21,33,4.5,µg/l,0.5,1.8,,,,,,,
2022,Copper (Cu),ditch water,peat,all,summer,54,0.68,12,<dg,<dg,<dg,0.65,1,µg/l,0.5,67,,,,,,,
2022,Copper (Cu),ditch water,sand,arable farming,summer,15,22,3,<dg,0.52,0.91,1.8,6.1,µg/l,0.5,20,,,,,,,
2022,Copper (Cu),ditch water,sand,arable farming,winter,19,4.5,2,1.6,3.7,4,6.1,7.7,µg/l,0.5,0,,,,,,,
2022,Copper (Cu),ditch water,sand,dairy cattle,winter,31,6.8,5.2,12,2.7,7.1,9.1,10,µg/l,0.5,3.2,,,,,,,
2022,Copper (Cu),ditch water,sand,dairy cattle,summer,26,19,21,<dg,<dg,0.88,21,5.9,µg/l,0.5,27,,,,,,,
2022,Copper (Cu),ditch water,sand,all,winter,59,6.2,4.7,12,24,6,8.8,10,µg/l,0.5,17,,,,,,,
2022,Copper (Cu),ditch water,sand,all,summer,49,21,2.7,<dg,0.51,0.9,22,6.7,µg/l,0.5,24,,,,,,,
2022,Lead (Pb),leaching water,clay,arable farming,winter,30,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,97,,,,,,,
2022,Lead (Pb),leaching water,clay,dairy cattle,winter,58,<dg,<dg,<dg,<dg,<dg,<dg,0.22,µg/l,0.2,90,,,,,,,
2022,Lead (Pb),leaching water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,92,,,,,,,
2022,Lead (Pb),leaching water,clay,all,winter,101,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,92,,,,,,,
2022,Lead (Pb),ditch water,clay,arable farming,summer,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,97,,,,,,,
2022,Lead (Pb),ditch water,clay,arable farming,winter,30,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,100,,,,,,,
2022,Lead (Pb),ditch water,clay,dairy cattle,winter,57,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,93,,,,,,,
2022,Lead (Pb),ditch water,clay,dairy cattle,summer,52,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,94,,,,,,,
2022,Lead (Pb),ditch water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,0.29,µg/l,0.2,85,,,,,,,
2022,Lead (Pb),ditch water,clay,animal farm,summer,12,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,100,,,,,,,
2022,Lead (Pb),ditch water,clay,all,winter,100,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,94,,,,,,,
2022,Lead (Pb),ditch water,clay,all,summer,93,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,96,,,,,,,
2022,Lead (Pb),ditch water,peat,dairy cattle,winter,55,0.7,0.7,<dg,0.27,0.47,0.88,14,µg/l,0.2,20,,,,,,,
2022,Lead (Pb),ditch water,peat,dairy cattle,summer,54,<dg,<dg,<dg,<dg,<dg,<dg,0.26,µg/l,0.2,80,,,,,,,
2022,Lead (Pb),ditch water,peat,all,winter,55,0.7,0.7,<dg,0.27,0.47,0.88,14,µg/l,0.2,20,,,,,,,
2022,Lead (Pb),ditch water,peat,all,summer,54,<dg,<dg,<dg,<dg,<dg,<dg,0.26,µg/l,0.2,80,,,,,,,
2022,Lead (Pb),ditch water,sand,arable farming,winter,19,0.54,0.37,<dg,0.28,0.5,0.7,11,µg/l,0.2,21,,,,,,,
2022,Lead (Pb),ditch water,sand,arable farming,summer,15,0.23,<dg,<dg,<dg,0.21,0.38,0.48,µg/l,0.2,53,,,,,,,
2022,Lead (Pb),ditch water,sand,dairy cattle,winter,31,0.66,0.55,<dg,<dg,0.53,1,14,µg/l,0.2,26,,,,,,,
2022,Lead (Pb),ditch water,sand,dairy cattle,summer,26,0.23,0.26,<dg,<dg,<dg,0.43,0.71,µg/l,0.2,65,,,,,,,
2022,Lead (Pb),ditch water,sand,all,winter,59,0.62,0.58,<dg,<dg,0.46,0.91,14,µg/l,0.2,25,,,,,,,
2022,Lead (Pb),ditch water,sand,all,summer,49,0.27,0.31,<dg,<dg,<dg,0.41,0.71,µg/l,0.2,59,,,,,,,
2022,Lead (Pb),leaching water,loess,arable farming,winter,19,<dg,0.63,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,89,,,,,,,
2022,Lead (Pb),leaching water,loess,dairy cattle,winter,20,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,100,,,,,,,
2022,Lead (Pb),leaching water,loess,all,winter,48,<dg,0.43,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,96,,,,,,,
2022,Lead (Pb),leaching water,peat,dairy cattle,winter,55,0.87,14,<dg,<dg,0.38,0.88,21,µg/l,0.2,38,,,,,,,
2022,Lead (Pb),leaching water,peat,all,winter,55,0.87,14,<dg,<dg,0.38,0.88,21,µg/l,0.2,38,,,,,,,
2022,Lead (Pb),leaching water,sand,arable farming,summer,36,0.84,0.63,<dg,0.36,0.64,11,1.6,µg/l,0.2,19,,,,,,,
2022,Lead (Pb),leaching water,sand,dairy cattle,summer,147,0.91,1,<dg,0.23,0.53,12,21,µg/l,0.2,22,,,,,,,
2022,Lead (Pb),leaching water,sand,animal farm,summer,32,0.74,0.58,<dg,0.37,0.71,0.84,17,µg/l,0.2,19,,,,,,,
2022,Lead (Pb),leaching water,sand,all,summer,215,0.86,0.87,<dg,0.3,0.6,11,1.8,µg/l,0.2,21,,,,,,,
2022,Magnesium (Mg),leaching water,clay,arable farming,winter,30,34,28,11,19,26,37,62,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,clay,dairy cattle,winter,58,35,23,14,18,31,44,65,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,clay,animal farm,winter,13,25,20,12,13,14,30,53,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,clay,all,winter,101,34,25,12,17,26,39,64,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,loess,arable farming,winter,19,4.9,34,1.8,23,33,6.7,8.4,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,loess,dairy cattle,winter,20,2.7,14,1.8,19,21,2.5,5,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,loess,all,winter,48,3.6,2.8,1.6,1.8,23,5,6.9,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,peat,dairy cattle,winter,55,29,18,12,18,25,34,42,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,peat,all,winter,55,29,18,12,18,25,34,42,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,sand,arable farming,summer,36,12,6.5,7.4,8,9.5,13,15,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,sand,dairy cattle,summer,147,14,16,7.1,9.1,12,15,19,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,sand,animal farm,summer,32,14,12,6.3,8.6,11,14,21,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),leaching water,sand,all,summer,215,13,14,7,8.6,11,14,19,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,arable farming,summer,29,76,133,12,17,24,50,276,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,arable farming,winter,30,32,18,15,19,28,42,54,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,dairy cattle,winter,57,33,28,10,14,28,37,63,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,dairy cattle,summer,52,30,40,8.8,13,21,32,49,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,animal farm,winter,13,24,21,8,13,14,37,49,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,animal farm,summer,12,25,30,7.8,9.2,12,22,81,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,all,winter,100,32,23,10,15,28,38,58,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,clay,all,summer,93,50,96,8.8,13,21,40,73,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,peat,dairy cattle,winter,55,16,10,6.5,11,14,18,27,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,peat,dairy cattle,summer,54,15,9.5,7.2,11,13,16,23,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,peat,all,winter,55,16,10,6.5,11,14,18,27,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,peat,all,summer,54,15,9.5,7.2,11,13,16,23,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,sand,arable farming,winter,19,9.4,4.5,5.9,6.4,8,11,15,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,sand,arable farming,summer,15,8.3,1.8,6.4,7.2,8.1,9.2,10,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,sand,dairy cattle,summer,26,10,6.7,5.5,7.6,8.5,11,16,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,sand,dairy cattle,winter,31,9.2,3,5.7,7.1,8.8,11,12,mg/l,0.05,0,,,,,,,
2022,Magnesium (Mg),ditch water,sand,all,summer,49,9.5,5.2,5.8,7.1,8.5,11,12,mg/l,0.05,0,,,,,,,
